filename,faceId,gender,age,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,smile,faceRectangleTop,faceRectangleLeft,faceRectangleWidth,faceRectangleHeight,pupilLeft.x,pupilLeft.y,pupilRight.x,pupilRight.y,noseTip.x,noseTip.y,mouthLeft.x,mouthLeft.y,mouthRight.x,mouthRight.y,eyebrowLeftOuter.x,eyebrowLeftOuter.y,eyebrowLeftInner.x,eyebrowLeftInner.y,eyeLeftOuter.x,eyeLeftOuter.y,eyeLeftTop.x,eyeLeftTop.y,eyeLeftBottom.x,eyeLeftBottom.y,eyeLeftInner.x,eyeLeftInner.y,eyebrowRightInner.x,eyebrowRightInner.y,eyebrowRightOuter.x,eyebrowRightOuter.y,eyeRightInner.x,eyeRightInner.y,eyeRightTop.x,eyeRightTop.y,eyeRightBottom.x,eyeRightBottom.y,eyeRightOuter.x,eyeRightOuter.y,noseRootLeft.x,noseRootLeft.y,noseRootRight.x,noseRootRight.y,noseLeftAlarTop.x,noseLeftAlarTop.y,noseRightAlarTop.x,noseRightAlarTop.y,noseLeftAlarOutTip.x,noseLeftAlarOutTip.y,noseRightAlarOutTip.x,noseRightAlarOutTip.y,upperLipTop.x,upperLipTop.y,upperLipBottom.x,upperLipBottom.y,underLipTop.x,underLipTop.y,underLipBottom.x,underLipBottom.y
16305-S_20131214_1327_01.mp4-13010.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16306-S_20131214_1327_01.mp4-14445.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16307-S_20131214_1327_01.mp4-15655.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16317-S_20131214_1327_03.mp4-2835.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16318-S_20131214_1327_03.mp4-2920.jpg,a93e94b2-92aa-4773-b509-b63c8c5fae2d,female,21,0,0,0,0,0,0.769,0.229,0,0,8,437,145,145,473.6,56,532.4,41.5,504.3,83.6,491.4,122.7,548.8,108.3,442.9,42,478.7,31.5,462.4,58.9,472.2,52.5,473.5,59.8,483.5,54.1,505.6,22.1,555.3,15.5,521.2,45.3,531.6,39.3,533.6,44,541,37,489.7,54.4,508.1,49.6,491.2,76.5,516.6,69.2,487.6,89.4,527,78.6,514.4,106.1,516.3,114,519.7,130,522.3,141.1
16323-S_20131214_1327_03.mp4-6010.jpg,d337cfd2-1618-4c3a-8040-4f82dc094c72,female,19,0,0.003,0,0,0.944,0.041,0,0.012,0.944,208,150,133,133,186.7,250,245.4,242.8,210.3,271.8,192.9,310,247.9,304.6,167.1,238.5,196.1,229.3,176.6,253.2,184.8,247.4,186,255,196.6,250,226.9,225.2,268.2,224.4,235.7,244.1,246.6,238.6,246.9,247,256.2,243.3,205.2,248.9,224.2,247.1,200.9,266.2,226,266.7,195.9,278,233.4,276.3,214.3,295.4,215.2,302.4,217.1,312.8,217.9,322.4
16329-S_20131214_1327_03.mp4-11980.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16330-S_20131214_1327_04.mp4-2070.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16340-S_20131214_1327_05.mp4-5545.jpg,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16341-S_20131214_1327_05.mp4-5860.jpg,aa6b51d3-b055-4de3-813b-b713dc3fcdba,female,0,0,0,0,0,0,0.998,0.001,0.001,0,148,365,110,110,390.1,180.4,442.5,178.8,425.2,201.3,400.2,231.3,442.2,228.3,369.7,171.1,405.4,164.7,380.6,181.9,390.4,177.8,390.4,184.2,399.8,182.1,432.6,164.3,464.6,167.2,435.7,179.8,443.9,175.8,444.6,181.5,452.2,179.4,412.6,181.8,427.9,180.5,410.5,198.2,434.3,195.8,406.6,206.7,439,205,425.2,221,425.2,225.3,425.8,232.6,425.7,239.2
16343-S_20131214_1327_05.mp4-12780.jpg,a10cbd34-148c-4882-928b-003a14e59dbc,female,0,0,0,0,0,0.983,0.002,0.015,0,0.983,92,407,193,193,448.7,166.1,532,133.2,508.3,190.6,476,245.6,555.1,217.1,407.5,162.2,469.5,138.3,434.8,171.1,447.4,161.3,450,169.5,465.6,162.3,504.3,124.4,566.3,102.1,519.9,139.9,531.4,127.7,536.3,135.9,548.7,126.8,481.5,157.5,508,148.6,485.7,186.3,522,175.8,479.5,203.9,534.8,187.4,514.9,223.1,518,231.4,519.8,235.5,524.1,247.2
